effective_creep_strain,effective_plastic_strain,id,stress_xx,stress_xy,stress_xz,stress_yy,stress_yz,stress_zz,x,y,z
2.5820347250049e-07,0.00098934831339354,274,201978696.62679,3.0777438518395e-07,8.691310938415e-08,5.5320560932159e-07,1.5323637676776e-09,4.2468309402466e-07,0.0105,0.0045,0.000875
2.5820347249959e-07,0.00098934831339354,275,201978696.62679,1.9722650022832e-07,2.5724264551896e-07,-3.8091093301773e-07,6.8688282965082e-09,-6.3329935073853e-08,0.0115,0.0045,0.000875
2.582034725006e-07,0.00098934831339357,276,201978696.62679,4.3437829751542e-08,1.7690331130863e-08,-4.0978193283081e-08,1.2752911468523e-08,3.1664967536926e-08,0.0005,0.0055,0.000875
2.582034725006e-07,0.00098934831339357,277,201978696.62679,-6.3748309832918e-08,-2.7403270462494e-08,-9.685754776001e-08,1.4960570861954e-08,-2.7939677238464e-08,0.0015,0.0055,0.000875
2.582034725006e-07,0.00098934831339357,278,201978696.62679,2.1158270842125e-08,-1.3085080333649e-07,5.2154064178467e-08,4.9989019152165e-08,1.024454832077e-07,0.0025,0.0055,0.000875
2.5820347250059e-07,0.00098934831339357,279,201978696.62679,4.7137858130177e-09,-1.2470360019942e-07,5.774199962616e-08,1.3382244396572e-07,4.6566128730774e-08,0.0035,0.0055,0.000875
2.5820347250059e-07,0.00098934831339357,280,201978696.62679,-3.4395103496846e-08,-1.7044559017634e-07,1.2759119272232e-07,6.1992699456181e-08,1.1175870895386e-07,0.0045,0.0055,0.000875
2.5820347250059e-07,0.00098934831339356,281,201978696.62679,-1.737820004303e-09,-2.2632534835552e-07,9.685754776001e-08,8.5001487958244e-08,3.3527612686157e-08,0.0055,0.0055,0.000875
2.5820347250058e-07,0.00098934831339356,282,201978696.62679,6.0037064258661e-08,2.5913706996354e-08,-3.0733644962311e-07,-1.2660401686906e-08,-2.1979212760925e-07,0.0065,0.0055,0.000875
2.5820347250057e-07,0.00098934831339355,283,201978696.62679,1.0163013169683e-07,-3.6952738313693e-07,-2.0675361156464e-07,1.7761433240781e-08,-1.3038516044617e-07,0.0075,0.0055,0.000875
2.5820347250057e-07,0.00098934831339354,284,201978696.62679,2.3164894598052e-07,-5.3747710436945e-07,4.6566128730774e-09,7.0551886126498e-08,-9.3132257461548e-08,0.0085,0.0055,0.000875
2.5820347250054e-07,0.00098934831339354,285,201978696.62679,3.061217710184e-07,2.9288957870852e-07,-6.3329935073853e-08,-9.5974988338777e-09,-2.0489096641541e-08,0.0095,0.0055,0.000875
2.5820347250045e-07,0.00098934831339355,286,201978696.62679,1.4725326787276e-07,-3.9763777029627e-07,1.024454832077e-07,1.0311942286426e-07,2.7194619178772e-07,0.0105,0.0055,0.000875
2.5820347249989e-07,0.00098934831339356,287,201978696.62679,1.1680676271016e-07,-3.1754849296487e-07,-1.983717083931e-07,-3.1744905350054e-09,-2.7939677238464e-08,0.0115,0.0055,0.000875
